SIC5L4;SIC7L4;Level 5 text description
3210;1610;Wood flour manufacturing
3210;1610;Wood shaving and shavings or scobbs manufacturing
3210;1610;Wood wool manufacturing
3210;1610;Woodchip manufacturing
3210;1610;Wooden railway sleepers manufacturing
3210;1610;Wood-flour manufacturing
3221;1621;Manufacture of densified wood
3221;1621;Manufacture of glue laminated wood, laminated veneer wood
3221;1621;Manufacture of particle board and fibreboard
3221;1621;Manufacture of plywood, veneer panels and similar laminated wood boards and sheets
3221;1621;Manufacture of veneer sheets and wood-based panels
3221;1621;Manufacture of veneer sheets thin enough to be used for veneering, making plywood or other purposes: smoothed, dyed, coated, impregnated, reinforced (with paper or fabric backing) or made in the form of motifs
3221;1621;Battenboard wooden manufacturing
3221;1621;Bison board manufacturing
3221;1621;Block board manufacturing
3221;1621;Board wooden manufacturing
3221;1621;Cellular wood panel manufacturing
3221;1621;Chip board manufacturing
3221;1621;Core board manufacturing
3221;1621;Cores manufacturing (plywood or veneer mill)
3221;1621;Corestock manufacturing
3221;1621;Densified wood manufacturing
3221;1621;Fabricated wood manufacturing
3221;1621;Fibreboard manufacturing
3221;1621;Hardboard manufacturing
3221;1621;Laminated timber fabricating
3221;1621;Laminated timber manufacturing
3221;1621;Laminated wood manufacturing
3221;1621;Laminboard manufacturing
3221;1621;Particle board manufacturing
3221;1621;Plywood manufacturing
3221;1621;Reconstituted wood manufacturing
3221;1621;Reconstituted wooden panel manufacturing
3221;1621;Resin bonded board manufacturing from particles/ sawdust/wood chips
3221;1621;Soft board manufacturing
3221;1621;Veneer manufacturing
3221;1621;Veneer milling, manufacturing
3221;1621;Veneer panels manufacturing
3221;1621;Veneer sheet - reinforced with paper or fabric backing, manufacturing
3221;1621;Veneer sheets - smoothed, dyed, coated or impregnated manufacturing
3221;1621;Wallboard manufacturing
3221;1621;Wooden floorboard and weatherboard manufacturing
3222;1622;Manufacture of doors, windows, shutters and their frames, whether or not containing metal fittings  (made of wood, primarily for the construction industry)
3222;1622;Manufacture of glue-laminated prefabricated wooden roof trusses (primarily for the construction industry)
3222;1622;Manufacture of hinges and locks  (made of wood, primarily for the construction industry)
3222;1622;Manufacture of metal connected prefabricated wooden roof trusses (primarily for the construction industry)
3222;1622;Manufacture of mobile homes (predominantly of wood)
3222;1622;Manufacture of parquet floor blocks, strips etc., assembled into panels  (made of wood, primarily for the construction industry) but for manufacture of unassembled wooden flooring, see 1610
3222;1622;Manufacture of prefabricated buildings, or elements thereof, predominantly of wood
3222;1622;Manufacture of rafters (made of wood, primarily for the construction industry)
3222;1622;Manufacture of roof struts (made of wood, primarily for the construction industry)
3222;1622;Manufacture of stairs and railings  (made of wood, primarily for the construction industry)
3222;1622;Manufacture of wood partitions (except free standing) for manufacture of wood partitions, free standing, see 3100
3222;1622;Manufacture of wooden beadings and mouldings, shingles and shakes (primarily for the construction industry)
3222;1622;Arch, wooden structure manufacturing
3222;1622;Beadings - wooden manufacturing
3222;1622;Beams - builder's carpentry manufacturing
3222;1622;Blind door manufacturing
3222;1622;Bridge components manufacturing (wooden)
3222;1622;Builders' carpentry and joinery (manufacturing)
3222;1622;Building dressed timber  manufacturing
3222;1622;Built-in closets manufacturing (structural - same as fitting room - in houses and shops)
3222;1622;Bus shelters, prefabricated wooden, manufacturing
3222;1622;Concertina door manufacturing (wooden or wooden framed)
3222;1622;Cornice wooden manufacturing
3222;1622;Domestic joinery manufacturing
3222;1622;Door frame, wooden, manufacturing
3222;1622;Door sash moulding manufacturing
3222;1622;Door screen, wooden, manufacturing
3222;1622;Door, wooden, manufacturing
3222;1622;Finger jointing manufacturing
3222;1622;Fitting, wooden, manufacturing
3222;1622;Gang nail truss manufacturing (wood)
3222;1622;Garages, prefabricated, wooden, manufacturing
3222;1622;Gate, wooden, manufacturing
3222;1622;Installation of self-manufactured carpentry manufacturing (not furniture)
3222;1622;Internal partitioning wood manufacturing
3222;1622;Kit homes manufacturing
3222;1622;Louvre door, wooden, manufacturing
3222;1622;Manufacture of beams (made of wood, primarily for the construction industry)
3222;1622;Manufacture of builders’ carpentry and joinery
3222;1622;Mouldings - wooden manufacturing
3222;1622;Parquet flooring blocks manufacturing
3222;1622;Parquet strip, assembled in panels, manufacturing
3222;1622;Plasterers lath manufacturing
3222;1622;Porch-work manufacturing
3222;1622;Portable building, wooden, manufacturing
3222;1622;Precut house manufacturing
3222;1622;Precut prefabricated wooden frame manufacturing
3222;1622;Precut prenailed truss manufacturing
3222;1622;Precut timber framing manufacturing
3222;1622;Precut wooden building manufacturing
3222;1622;Prefabricated building, wooden, manufacturing
3222;1622;Prefabricated kennel manufacturing
3222;1622;Prefabricated partition manufacturing
3222;1622;Prefabricated wooden building manufacturing
3222;1622;Rafters - builder's carpentry, manufacturing
3222;1622;Railings manufacturing - wooden
3222;1622;Roof struts manufacturing
3222;1622;Sash, wooden manufacturing
3222;1622;Scaffold, wooden, manufacturing
3222;1622;Shade houses prefabricated manufacturing
3222;1622;Shakes - wooden,  manufacturing
3222;1622;Sheds, prefabricated, wooden, manufacturing
3222;1622;Shingle mill operation
3222;1622;Shingles-wooden manufacturing
3222;1622;Shop fitting, wooden (manufacturing)
3222;1622;Stair railing wooden manufacturing
3222;1622;Stair tread, wood, manufacturing
3222;1622;Staircase and stair, wooden, manufacturing
3222;1622;Strips - assembled  into panels (builders joinery) manufacturing
3222;1622;Structural wooden fitting manufacturing
3222;1622;Survival huts, prefabricated, wooden, manufacturing
3222;1622;Transportable homes manufacturing
3222;1622;Trellis, wooden manufacturing
3222;1622;Wainscot manufacturing
3222;1622;Weather strip, wooden, manufacturing
3222;1622;Window frame, wooden, manufacturing
3222;1622;Window sash/shutter, wooden, manufacturing
3222;1622;Wood pattern moulding
3222;1622;Wooden  doors manufacturing
3222;1622;Wooden arch - building purpose manufacturing
3222;1622;Wooden arch supports manufacturing
3222;1622;Wooden building prefabrication and precutting (manufacturing)
3222;1622;Wooden container huts manufacturing
3222;1622;Wooden door sash manufacturing
3222;1622;Wooden door shutter manufacturing
3222;1622;Wooden dowel manufacturing
3222;1622;Wooden fencing manufacturing
3222;1622;Wooden framed window manufacturing, complete with glass
3222;1622;Wooden frames manufacturing
3222;1622;Wooden joinery and fixture manufacturing
3222;1622;Wooden portable toilet building manufacturing
3222;1622;Wooden post and batten manufacturing
3222;1622;Wooden prefabricated buildings manufacturing
3222;1622;Wooden roof truss manufacturing
3222;1622;Wooden scaffoldings manufacturing
3222;1622;Wooden shutters and their frames manufacturing
3222;1622;Wooden structural component manufacturing
3222;1622;Wooden truss manufacturing
3222;1622;Wooden wedge manufacturing
3222;1622;Wooden wendy house manufacturing and erection
3222;1622;Wooden windows manufacturing
3222;1622;Workbench and workshop fixture manufacturing
3223;1623;Shook manufacturing (for containers)
3223;1623;Barrel, wooden, manufacturing
3223;1623;Basket, wooden, manufacturing
3223;1623;Bin, wooden, manufacturing
3223;1623;Box, wooded, manufacturing
3223;1623;Case, wooden, manufacturing
3223;1623;Cases for cutlery and similar articles of wood manufacturing
3223;1623;Cases for jewellery manufacturing (wood)
3223;1623;Cask, wooden,  manufacturing
3223;1623;Container, wooden, manufacturing
3223;1623;Cooperages manufacturing
3223;1623;Cooper's products and parts of cooper's products manufacturing
3223;1623;Crate, wooden,  manufacturing
3223;1623;Fruit case making (wood)
3223;1623;Glory box manufacturing (wooden)
3223;1623;Keg, wooden, manufacturing
3223;1623;Log box manufacturing
3223;1623;Manufacture of barrels, vats, tubs and other coopers’ products of wood
3223;1623;Manufacture of packing cases, boxes, crates, drums and similar packings of wood
3223;1623;Manufacture of pallets, box pallets and other load boards of wood
3223;1623;Manufacture of wooden cable-drums
3223;1623;Manufacture of wooden containers
3223;1623;Packing case manufacturing (wooden)
3223;1623;Pallet crate manufacturing
3223;1623;Pallet, wooden, manufacturing
3223;1623;Shook box manufacturing
3223;1623;Stave mill operation (curved pieces of wood used to form sides of a cask)
3223;1623;Tank, wooden, manufacturing
3223;1623;Tubs, wooden, manufacturing
3223;1623;Vat wooden manufacturing
3223;1623;Wooden boxes manufacturing
3223;1623;Wooden cable drums manufacturing
3223;1623;Wooden cigarette and cigar case manufacturing
3223;1623;Wooden container manufacturing
3223;1623;Wooden crates manufacturing
3223;1623;Wooden drums manufacturing
3223;1623;Wooden packing cases manufacturing
3223;1623;Wooden pallets manufacturing
3223;1623;Wooden vat manufacturing
3170;1629;Manufacture of wooden boot or shoe lasts and trees (for manufacture of wooden footwear, see 1520)
3170;1629;Manufacture of wooden boot or shoe parts (e.g. heels) (for manufacture of wooden footwear, see 1520)
3229;1629;Manufacture of wooden frames for artists’ canvases
3229;1629;Manufacture of wooden picture frames
3229;1629;Manufacture of household utensils of wood
3229;1629;Manufacture of kitchenware of wood
3229;1629;Manufacture of other articles of wood (for manufacture of matches, see 2029)
3229;1629;Manufacture of other products of wood
3229;1629;Manufacture of wooden blocks for the manufacture of smoking pipes
3229;1629;Manufacture of wooden cases for jewellery, cutlery and similar articles
3229;1629;Manufacture of wooden clothes hangers
3229;1629;Manufacture of wooden handles and bodies for tools, brooms, brushes
3229;1629;Manufacture of wooden handles for umbrellas, canes and similar articles
3229;1629;Manufacture of wooden mirror
3229;1629;Manufacture of wooden spools, cops, bobbins, sewing thread reels and similar articles of turned wood
3229;1629;Manufacture of wooden statuettes and ornaments, wood marquetry, inlaid wood
3170;1629;Heel, boot, shoe, wooden, manufacturing
3170;1629;Wooden sole pattern manufacturing
3229;1629;Frame, wooden, manufacturing
3229;1629;Picture frame, wooden, manufacturing
3229;1629;Picture framing services
3229;1629;Wall frame, wood, manufacturing
3229;1629;Artists' pallet board manufacturing
3229;1629;Axe handle, wooden, manufacturing
3229;1629;Bee comb foundation manufacturing
3229;1629;Bee keepers wooden supply manufacturing
3229;1629;Beehive manufacturing
3229;1629;Blackboard fixture manufacturing (wooden)
3229;1629;Bobbin manufacturing (wooden)
3229;1629;Bread board manufacturing (wooden)
3229;1629;Bucket, wooden, manufacturing
3229;1629;Burnt wood article manufacturing
3229;1629;Carving wood manufacturing
3229;1629;Clothes peg manufacturing (wooden)
3229;1629;Coat hanger manufacturing (wooden)
3229;1629;Domestic wooden ware manufacturing
3229;1629;Drying rack, wooden, manufacturing
3229;1629;Garment hanger, wooden, manufacturing
3229;1629;Handle, wooden, manufacturing
3229;1629;Hat block manufacturing
3229;1629;Hat rack manufacturing
3229;1629;Household woodenware manufacturing
3229;1629;Inlaid wood manufacturing
3229;1629;Kitchen fitting manufacturing
3229;1629;Kitchen woodenware manufacturing
3229;1629;Kitset spinning wheel manufacturing
3229;1629;Ladder wooden manufacturing
3229;1629;Light woodworking
3229;1629;Marquetry - wooden manufacturing
3229;1629;Natural cork processing
3229;1629;Oar, wooden, manufacturing
3229;1629;Ornamental woodwork manufacturing
3229;1629;Paddle, wooden, manufacturing
3229;1629;Pastry board manufacturing (wood)
3229;1629;Pipe wooden manufacturing
3229;1629;Poultrymens' wooden supply manufacturing
3229;1629;Rack, wooden, manufacturing (hats, coats, etc.)
3229;1629;Reel, wooden, manufacturing
3229;1629;Rod, wooden, manufacturing
3229;1629;Roller, wooden, manufacturing
3229;1629;Ruler, wooden, manufacturing
3229;1629;Step ladder, wooden, manufacturing
3229;1629;Tableware, wood, manufacturing
3229;1629;Tailor's pressing block, wooden, manufacturing
3229;1629;Timber moulding
3229;1629;Tray, wooden, manufacturing
3229;1629;Venetian blinds, wooden, manufacturing
3229;1629;Willow bottle cover manufacturing
3229;1629;Willow table pad or mat manufacturing
3229;1629;Willow ware manufacturing
3229;1629;Winding reel, wooden, manufacturing
3229;1629;Wood carving manufacturing
3229;1629;Wood component manufacturing
3229;1629;Wood inlay manufacturing
3229;1629;Wood marquetry manufacturing
3229;1629;Wood textile turnings manufacturing
3229;1629;Wood turning activity
3229;1629;Wooden abacus manufacturing
3229;1629;Wooden batten manufacturing
3229;1629;Wooden bobbins manufacturing
3229;1629;Wooden boot and shoe lasts manufacturing
3229;1629;Wooden broom handles and bodies manufacturing
3229;1629;Wooden brush handles and bodies manufacturing
3229;1629;Wooden caps manufacturing
3229;1629;Wooden clothes drier manufacturing
3229;1629;Wooden clothes hanger manufacturing
3229;1629;Wooden clothes pin manufacturing
3229;1629;Wooden coat racks manufacturing
3229;1629;Wooden curtain rod manufacturing
3229;1629;Wooden hat racks manufacturing
3229;1629;Wooden households utensils manufacturing
3229;1629;Wooden ironing board manufacturing
3229;1629;Wooden kitchenware manufacturing
3229;1629;Wooden oar manufacturing
3229;1629;Wooden pen and pencil boxes and trays manufacturing
3229;1629;Wooden play pens manufacturing
3229;1629;Wooden plug manufacturing
3229;1629;Wooden pulley manufacturing
3229;1629;Wooden rake manufacturing
3229;1629;Wooden rolling pin manufacturing (for dough)
3229;1629;Wooden sewing thread reels manufacturing
3229;1629;Wooden shelving support manufacturing
3229;1629;Wooden shoe tree manufacturing
3229;1629;Wooden spool manufacturing
3229;1629;Wooden statuary manufacturing
